well_id,measured_depth_m,gamma_ray_api,resistivity_ohm_m,sonic_dt_us_ft,density_g_cc,neutron_porosity,caliper_in,photoelectric_factor,shale_volume,clay_content,water_saturation,hydrocarbon_saturation,permeability_md,velocity_m_s,acoustic_impedance,formation_factor,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio
WELL-1003,582.36,64.69,26.75,101.4,2.435,0.144,10.99,3.69,0.494,0.154,0.687,0.549,35.35,4934.25,ERROR,2.09,33.93,9.92,NULL
WELL-1003,591.34,XYZ,110.11,107.25,2.339,0.141,11.57,2.27,0.6,0.368,0.275,0.461,239.45,NULL,20398485.14,3.88,48.3,27.93,0.277
WELL-1003,598.39,23.63,72.5,,2.2,0.085,10.84,4.36,0.556,0.315,0.447,0.451,107.84,4852.99,23295160.12,3.01,11.75,13.93,0.144
WELL-1003,600.43,106.94,137.91,92.42,2.544,0.055,9.09,2.01,301.22209030176975,0.23,0.403,0.746,619.59,3414.33,15073695.93,2.11,26.74,10.45,0.234
WELL-1003,607.26,93.55,171994.3003903614,104.89,2.388,0.064,10.75,2.58,0.287,0.337,0.661,0.597,709.69,,23910980.09,2733.3350667519676,38.56,18.87,0.177
WELL-1003,611.62,31.94,182.0,79.82,2.103,0.305,14.97,1.18,0.452,,0.425,0.764,230.37,2327.93,22204825.01,4.28,ERROR,29.75,0.24
WELL-1003,621.01,32.55,138.42,62.67,2.662,0.172,15.97,1.79,0.763,0.322,0.362,0.506,547.8,4479.96,,1164.1263212943275,25.17,9.69,0.25
WELL-1003,626.04,76.18,142.54,114.58,2.632,0.27,10.34,2.51,0.171,0.337,0.998,0.232,810.57,4318.13,11795783.32,NULL,45.97,,0.364
WELL-1003,631.08,58.58,21.74,70.01,2.245,0.072,10.11,2.01,0.486,0.246,0.752,0.265,166.22,3057.16,21299897.79,,23.56,15.39,0.277
WELL-1003,638.43,60.72,90.98,92.74,2.021,0.099,13.2,4.13,0.422,0.116,0.715,0.77,788.92,3047.47,22732969.67,4.67,10.53,NULL,
WELL-1003,645.37,143.87,21.32,110.17,2.394,0.125,11.1,1.86,0.177,0.291,N/A,0.599,351.02,4935.25,10848469.1,2.94,35.97,19.9,0.168
WELL-1003,652.95,95.9,96.92,24212.499855950784,1.975,0.058,10.94,278.2891084692463,0.53,0.448,637.0147721733786,0.423,205259.48104086844,4283.41,6245721.94,2.43,49.24,14.1,0.393
WELL-1003,661.01,71.53,,82200.4535433575,1263.2215095997094,,13.38,3.24,0.701,0.427,0.674,0.525,651.04,2717.43,22296243.97,1.18,23.11,14508.232363997642,0.379
WELL-1003,664.39,92.77,193.16,115.92,2.117,161.2504065741284,N/A,4.06,0.431,0.37,0.973,0.724,513.05,3536.77,10070921616.053038,3.3,30.23,18.35,71.33653084825369
WELL-1003,673.52,51.2,81.29,52.37,1.965,0.167,9.51,,0.105,0.153,XYZ,0.672,,4132.3,16678625.17,2.17,40.9,,0.264
WELL-1003,678.06,54.44,,71.48,2.509,0.239,15.17,2264.4200502228823,0.253,0.457,0.243,0.728,992.4,2064.64,16511405.4,1.51,23.26,,0.265
WELL-1003,,90.94,62.19,NULL,2.161,0.333,10.4,3.22,0.147,N/A,0.915,0.394,957.05,2266.66,14133861.48,ERROR,24.31,7.52,0.198
WELL-1003,688.81,106.51,106.95,NULL,2.34,0.18,14.45,1.02,0.306,0.197,0.285,0.546,332.64,4107.85,14811992.22,2.69,21.27,6.69,0.292
WELL-1003,695.45,70.99,184.78,107.74,2.691,0.156,9.52,,0.308,0.143,0.337,0.745,439.87,2645.25,19822427.39,4.66,16.44,3601.071791338192,0.336
WELL-1003,704.29,32.23,192.07,92.42,1.923,101.66922161792674,9.81,1.75,0.12,0.118,0.962,0.211,193.52,3768.3,6697103.77,2.13,23.74,N/A,0.384
WELL-1003,711.46,76.54,86.86,113.64,2.574,0.164,181.77131527181524,3.54,0.463,0.125,0.966,0.769,983.38,2962.57,23355345.39,3.63,47.49,29.43,0.356
WELL-1003,715.04,122.55,173.25,74.49,1345.076752535057,0.069,15.56,295.81507646072725,0.745,,0.632,0.245,715.5,4063.12,17890436.99,ERROR,44.69,8.46,0.127
WELL-1003,720.2,82.96,NULL,107.55,2.498,0.22,8.59,3.8,0.563,0.21,0.779,0.718,455.4,4182.13,12618923.23,2.99,25.1,10.33,122.71332714797394
WELL-1003,730.02,27.39,54.13,71.84,2.433,0.146,8.82,1.59,0.438,0.483,ERROR,0.221,610.03,2626.13,23734076.87,3.24,14.3,8.28,0.146
WELL-1003,736.93,149.66,2.6,31257.312697932983,2304.2546814300135,0.079,15.06,3.02,,,0.982,0.758,837.9,3334.83,8428112.11,1.87,NULL,,0.367
WELL-1003,741.01,62.42,43.77,107.53,1581.3356949217816,,15.27,4.84,,8.900343475870317,,0.356,184.28,3823.89,8491708.64,4.2,15.4,22.55,0.303
WELL-1003,750.21,130.97,167.28,87.26,1.98,0.244,14.7,2.8,0.652,0.221,0.547,0.384,104.72,3831.63,23461491.96,N/A,37.55,19.48,0.115
WELL-1003,754.51,,138.95,113.41,2.6,0.255,4995.545756059876,1.39,0.241,0.468,0.354,0.406,302611.99371027923,4787.44,24675081.76,4.54,25.22,7.36,0.205
WELL-1003,762.59,134.16,179.41,85.92,2.619,0.155,6146.646958741936,NULL,0.231,73.82502367541842,NULL,0.713,410.06,4046.25,24995943.77,,21.37,4350.996773891219,0.369
WELL-1003,768.71,125.45,36226.12477838289,,2.193,0.346,XYZ,3.07,0.495,0.158,0.415,0.308,164.25,3958.11,7500696.39,2.32,49.32,22.42,0.307
WELL-1003,770.92,144.6,116.07,90.05,2.053,0.085,11.57,4.05,0.185,0.231,0.881,0.483,324.48,4967.21,10012944.83,3.91,45.77,ERROR,0.194
WELL-1003,ERROR,118.23,175.73,50.32,2.323,0.123,10.78,3.6,0.283,0.368,0.64,0.515,779.36,3710.91,13334020324.63071,1.05,35.05,14.25,0.251
WELL-1003,787.83,127.68,32.54,,2.671,0.302,XYZ,1.86,0.679,0.152,0.808,N/A,376.9,2886.32,16930201.91,,,21.14,0.352
WELL-1003,790.04,148.86,116.01,100.08,2.03,0.278,12.93,3.55,0.712,0.462,0.766,0.711,,2523.79,15640217.7,ERROR,45.71,15665.245916057915,0.218
WELL-1003,800.26,21.67,104.56,56.99,,0.283,9.78,1.47,0.797,0.411,0.923,0.769,7.75,2566.87,XYZ,2.37,,13.84,0.244
WELL-1003,803.99,87.81,XYZ,57.27,2.047,0.286,9.63,2.81,0.208,,0.256,0.581,527.7,3135.06,11161062.76,1.03,40.26,,0.24
WELL-1003,814.01,145.55,101.65,69.7,2.511,0.088,14.36,3.12,0.58,0.175,0.71,0.508,270.85,,14282394.84,3.84,38.69,12.36,
WELL-1003,820.43,23.42,166.65,50.82,2.495,0.144,5801.7784457392245,1026.8379425322992,0.382,0.206,0.214,0.646,850.02,4953.31,16775170.64,1.82,27.26,5.56,0.244
WELL-1003,826.26,25.97,82.36,74.15,1.945,0.29,13.58,3.78,0.644,0.195,0.801,,269.58,2842.38,22387779.75,4.39,38.48,,0.365
WELL-1003,828.98,121.31,185.78,82.13,1.95,0.288,11.4,4.84,0.71,0.413,0.43,0.223,687.05,4670.83,10908861.76,2.15,13.03,12.74,XYZ
WELL-1003,836.96,97.91,100.15,103.33,2.632,0.315,10.62,1.2,0.407,0.457,0.861,,170.21,2243.46,17508868.91,4.44,38.16,17.28,0.3
WELL-1003,843.23,148.78,128.91,113.15,2.256,0.3,14.46,2.06,0.377,0.336,0.516,0.52,295.25,4348.23,13369820.2,2.14,,21.75,0.104
WELL-1003,852.12,29.15,117.03,80.13,2.17,0.328,14.23,,0.796,ERROR,,0.722,,2439.81,6287675.11,3.96,31.35,28.3,24.335910614022257
WELL-1003,858.22,47.27,24.57,99.0,2.383,0.237,15.98,3.48,0.102,0.243,0.636,0.442,823.78,3866.59,10113482.23,1.81,32.29,24.8,16.942589419427797
WELL-1003,863.79,23.15,114939.51408990953,55.04,2.287,0.104,10.95,2.07,0.176,0.133,0.997,0.377,26.82,4626.5,10742864.57,4.15,41.0,25.53,0.205
WELL-1003,867.92,37.17,24.16,78.1,2.043,0.102,9.61,3.13,0.72,0.179,0.482,0.739,438.73,4672.97,6409796312.728067,4.62,25.67,,0.362
WELL-1003,876.94,66.9,130.84,54.14,2.354,0.187,12.47,4.07,0.338,0.295,0.9,0.437,665.0,2523.49,5086271.89,4.25,27.52,11.0,0.13
WELL-1003,878.58,114.28,66.55,71.24,2.516,0.081,8.66,2.94,,0.142,0.763,0.24,182.9,3836.49,15986037.0,3.43,49.94,6.43,0.189
WELL-1003,890.6,148.69,12.16,110.07,2128.636572182219,0.199,11.77,2.32,XYZ,0.31,0.988,0.568,861.93,4971.1,24907941.15,,XYZ,14.7,ERROR
WELL-1003,894.22,26.1,175.41,53.9,2.513,0.317,14.63,2.26,0.229,0.339,0.574,0.403,341.56,3573.43,6047294.26,1.83,33.95,23340.391917758676,0.176
WELL-1003,900.19,22.95,43.4,62.46,,,12.91,,0.672,0.366,,0.661,224.48,4764.1,,3.29,27.26,22.3,0.226
WELL-1003,906.42,119.79,190.54,116.7,1.903,0.126,14.1,2.58,0.392,0.291,0.818,0.703,480.93,3873.95,13645594.97,3.38,12.77,13.48,0.181
WELL-1003,915.04,34.74,10.63,119.09,1096.3900547383614,65.38923009003452,11.59,1.31,,0.158,0.217,0.506,914.84,N/A,12025508.79,1.13,N/A,9.45,0.324
WELL-1003,919.16,81.16,143.92,111.28,2.138,0.268,13.0,1.4,,0.179,0.531,0.36,705.37,2664.57,10327680.69,1733.2624778645286,47.83,26.15,0.278
WELL-1003,925.09,128.91,,85.59,2.252,0.247,9.07,2.7,0.585,0.118,0.311,0.695,660.97,3722.37,,3.86,44.89,10.44,0.156
WELL-1003,933.05,,176.68,ERROR,2.393,0.178,4633.584141463495,3.72,443.1589039494518,0.163,0.765,0.341,649.43,4912.14,14818811.21,1.93,16.65,28.88,0.112
WELL-1003,940.62,20.76,1.51,14846.776022687704,2.597,0.051,14.16,1.66,0.596,,0.961,0.292,77.77,2300.09,17816012.94,4.14,32.46,17.77,0.362
WELL-1003,947.04,80.96,161.77,95.49,2.32,0.324,11.12,2.34,0.198,0.211,0.83,0.315,435.34,4320.95,18897590.1,3.49,10.31,15.02,0.208
WELL-1003,953.59,30.57,12740.400455555196,75.87,2.35,0.333,12.62,4.66,0.74,0.195,0.852,0.475,945.98,3411.56,11599071.34,4.17,,25.62,0.158
WELL-1003,959.68,145.93,92.97,54.79,2.027,0.316,16.0,2.3,0.216,0.405,0.319,0.608,139.59,N/A,7275505.35,,30.98,22.9,0.346
WELL-1003,856058.0891490415,XYZ,13.14,68.76,2.348,0.103,11.29,2.25,0.394,0.425,0.837,0.47,485.16,3303.92,13863754.26,2.26,16.13,16.43,0.268
WELL-1003,969.23,51.95,177.71,54.77,2.524,0.338,10.93,794.3367619528651,0.694,0.375,0.606,0.323,261.33,4271.59,XYZ,1.17,37.38,19.49,0.317
WELL-1003,976.67,14234.177113068354,121.05,53.43,2.584,0.254,14.62,1.09,0.191,0.295,0.332,78.14540734216712,828.83,2524.05,13232466.63,96.04548190847069,10.48,25.21,0.343
WELL-1003,981.39,39.84,181.2,87.29,2.262,89.43408746812506,14.18,ERROR,,0.32,0.836,0.505,676.4,4813.73,6471945.26,2.51,41.29,9.75,0.279
WELL-1003,991.75,106.44,87.71,108.72,2.356,0.203,10.5,XYZ,0.792,0.426,0.546,0.695,168.78,3832.9,24957492.12,3.6,35.43,9.2,0.123
WELL-1003,996.59,42.21,65.55,69.58,2.074,0.077,XYZ,1.73,0.682,0.228,0.351,0.559,409.69,XYZ,14257405.05,2.92,37.26,23.37,0.346
WELL-1003,220046.47444337243,67.78,,55.42,2.604,26.881788364068736,9.3,,0.15,0.304,0.445,0.749,274.95,2237.32,23479401.16,1.15,16.66,,28.741214687928707
WELL-1003,1008.17,145.41,169.23,108.37,1.938,0.255,10.04,3.39,0.794,0.14,0.3,0.647,350.81,4050.97,15589911.17,4.59,49.38,21.51,
WELL-1003,1014.03,111.21,41.98,56.18,2.503,0.142,12.19,4.59,0.163,0.449,0.503,0.566,154.8,4154.44,14827675.73,3.18,39.49,XYZ,0.193
WELL-1003,1024.39,71.3,125.59,51.43,2.62,0.218,9.24,911.6209567509686,0.495,0.214,0.767,0.32,626.87,4937.29,16544234.5,1.31,30.7,7.52,0.351
WELL-1003,1027.36,134.81,,82.31,2.449,0.232,11.28,3.85,0.729,0.309,0.242,0.612,530.17,2158.22,12381390.53,2.51,33.9,26.31,0.11
WELL-1003,1032.4,23778.37697580446,140.55,59.25,2.326,0.13,,ERROR,0.342,N/A,0.942,0.515,987.09,2892461.0032507186,12023522.43,3.43,40.51,15.88,0.153
WELL-1003,1040.19,56.81,ERROR,74.32,2.631,0.251,14.73,4.67,0.525,0.495,0.609,0.324,915.87,4458.28,10771750.28,4.72,14.26,18.47,XYZ
WELL-1003,1049.26,136.21,90.39,,2.57,0.314,11.72,4.31,0.149,0.119,0.324,0.742,519.63,3380.89,9117006.38,1.33,36.67,16.51,0.355
WELL-1003,1050.49,126.4,8.5,71.44,2.642,0.326,10.49,4.9,XYZ,0.112,0.907,0.561,423.9,2661.21,5099019.53,4.57,30.2,7.07,217.7061071964807
WELL-1003,,24.25,181.13,113.54,1.921,0.135,9.79,1.65,0.673,0.195,0.581,0.419,315.51,2453.68,14328917.93,1.46,39.74,6.75,0.351
WELL-1003,1066.61,103.49,99.31,113.33,2.532,0.304,13.07,3.61,0.713,0.15,0.915,0.344,156318.70978578087,2252.75,9710941.18,4.05,15471.250826729962,22.03,0.355
WELL-1003,1075.01,82.86,152.77,95.19,,N/A,11.54,,0.459,0.422,0.96,0.665,897.02,4956.14,24658251.6,3.34,45.08,9.58,0.351
WELL-1003,1076.92,51.0,175.58,74.35,2.178,0.226,15.68,4.49,,0.493,0.658,0.686,693.9,2666.82,18682735.63,,17.75,12.26,36.31087596885108
WELL-1003,1084.47,58.04,187.44,70.55,992.5426226293532,0.306,15.87,2.15,0.311,XYZ,642.8802371427724,0.694,241.37,4211.4,19729444.59,3.03,28.59,14.9,0.37
WELL-1003,1093.3,94.57,151.02,99.16,,0.172,13.82,4.87,0.62,0.469,0.337,0.447,248.72,2447.05,10426497.46,XYZ,24.96,22.78,NULL
WELL-1003,,65.59,69.23,59.92,2.622,0.289,12.13,4.6,0.363,0.363,0.228,0.506,537.56,2475.49,23311997.55,1.33,22.95,ERROR,0.172
WELL-1003,1107.03,84.29,145.06,60.97,2.1,0.119,9.13,2.04,0.432,0.127,0.977,0.295,297.23,4231.16,21512894.72,2.75,25.32,13.42,0.364
WELL-1003,1108.46,23.72,N/A,61.25,2.03,56.72920009646581,11.03,4.59,,0.44,0.906,0.762,744.4,2107.72,10458338.97,3.39,32.55,13.48,0.189
WELL-1003,1118.92,145.19,167.14,116.71,1.963,0.093,10.0,4.72,0.155,0.375,,0.653,402.96,2020.31,9921580.16,1.63,27.95,,73.1071674936097
WELL-1003,1124.76,13606.768781663275,124.18,64.63,,0.21,8725.346588051152,N/A,0.544,0.357,0.458,XYZ,198.88,4089.99,5525303.71,NULL,48.0,5.39,0.241
WELL-1003,1132.8,149.38,19.04,80591.40438562416,2.202,0.103,11.73,1.71,0.652,0.254,0.718,,695.38,,7015529.6,4.88,49.98,6.18,0.244
WELL-1003,1138.26,112.16,180.57,64201.36930781203,2.321,0.189,14.92,2.09,NULL,0.233,0.815,0.763,681.82,4913.3,18819331.74,1239.5569274734528,14.34,NULL,0.307
WELL-1003,1144.99,29.98,71.75,99.75,2.282,0.115,11.24,2.02,NULL,0.122,0.92,0.735,690.81,1329044.4585599562,5663907.47,2.62,27.24,21.41,0.205
WELL-1003,1151.78,136.8,159.64,51.09,2.025,0.136,13.01,2.57,0.27,0.307,0.887,0.475,733.46,4302.23,19411594.02,4.69,14.3,XYZ,N/A
WELL-1003,1153.69,21.33,178.52,75.75,2.693,0.119,9.69,3.03,0.72,0.482,0.488,0.524,253.6,2011.97,10229386.46,2.01,31.88,17.66,0.13
WELL-1003,1160.16,34.45,199.55,77.65,1.938,0.185,,3.84,0.465,0.133,1.0,0.364,542.85,4279.02,23423821.08,1.03,38.24,11.62,0.191
WELL-1003,1164.99,90.79,87.55,101.06,2.323,0.235,9.15,2.79,0.291,0.307,0.786,0.668,325.34,2085.02,5244108.1,4.42,37.42,17.64,NULL
WELL-1003,1172.95,60.41,155.42,74.98,2.096,0.2,13.94,4.34,0.448,,0.235,0.586,238.27,2289.41,17774987.32,1.88,42.88,12.63,0.188
WELL-1003,1178.7,145.07,178.54,79.03,2.586,0.149,12.87,4.47,0.461,0.479,0.425,0.777,,4085.53,14058468.81,3.32,16.1,14.64,0.304
WELL-1003,1189.44,112.54,161.95,74.32,XYZ,0.256,9.45,1.74,0.775,0.261,0.75,0.797,447.68,3231.64,8452359.66,4.64,33.81,NULL,0.209
WELL-1003,1191.28,75.16,18339.590236346427,117.81,2.298,0.322,11.3,4.73,0.328,0.291,0.253,0.337,91.34,4159.82,14276421.27,2.54,534.0307325887892,8.19,0.25
WELL-1003,1197.8,141.87,195.41,52.47,2.052,96.46467876349034,N/A,3.37,0.422,0.33,0.712,0.521,567.51,2280.85,N/A,3.69,15.41,14.41,NULL
WELL-1003,754381.8735879598,133.13,97.53,68.52,2.326,,ERROR,2.56,0.361,0.448,0.835,0.709,326.11,3935.04,11050971750.058762,,21.38,10.3,0.146
WELL-1003,1214.48,34.85,35.69,111.22,2.211,0.23,14.23,3.25,N/A,0.106,0.324,,155.57,N/A,10593175.6,1.02,30.15,18.29,0.366
WELL-1003,1216.65,120.23,122.26,62.85,2.001,188.3978175740855,,1.51,0.365,290.7339139557958,0.225,0.698,914.15,3442.45,16238471.21,2.97,25.47,17.23,XYZ
WELL-1003,ERROR,113992.6368591277,124.84,114.92,2.012,0.185,6399.571720065604,3.74,0.46,0.102,0.626,0.593,153.82,3851.36,6817269.05,3.63,22.31,21.43,0.331
WELL-1003,,119.31,91.64,117.44,2.009,0.224,13.51,3.88,0.218,0.235,0.231,0.513,193.8,2069.63,11542126.07,4.41,41.93,19.65,0.245
WELL-1003,1238.21,101430.1909721305,105.83,68.57,2.421,,10.87,4.0,0.368,313.10154635577055,0.323,0.219,918.47,3390.96,16315857.4,2.02,27.26,17.46,
WELL-1003,1244.68,59.75,62868.62775323539,117.09,2.68,,9.08,2.27,,0.435,0.31,0.206,708.03,ERROR,23817322.33,3.69,38.87,6.89,
WELL-1003,1252.75,135.3,118.91,96.98,2.322,0.081,14.62,1.92,0.355,0.334,0.834,0.462,867.43,2170.75,18581698.46,3.65,48.68,18.95,0.256
WELL-1003,1255.15,63.21,154.34,77.48,1.956,0.232,12.07,1.59,0.729,,0.694,0.623,343.28,3176.7,18999255718.73058,4.22,21.28,20.21,0.185
WELL-1003,1265.39,28.5,145.91,N/A,1438.628584559373,0.14,,2.35,0.462,0.358,0.458,0.246,656.48,4708.72,16574177.57,4.73,37.73,16.25,0.168
WELL-1003,1272.18,88.42,167.73,102.78,2.325,0.265,8.54,1.97,0.188,0.403,0.587,0.782,917.69,ERROR,16624063.66,1.61,20.09,13.33,
WELL-1003,N/A,51.82,112.71,,2.267,64.82579331770123,9.4,4.94,0.287,0.5,0.261,0.605,987.42,,6725985.83,2.23,20.06,24.79,0.145
WELL-1003,1283.95,125.03,22.87,28510.768866606275,2.024,0.133,10.91,1.34,0.531,0.463,0.302,0.705,940.11,803340.4523837555,19151272.58,2.05,39.37,16.23,0.165
WELL-1003,1285.96,68.38,94.24,74.63,2.024,0.294,13.21,3.15,0.479,XYZ,0.254,0.647,902.77,4903.6,NULL,4.25,20.42,3593.6437860790284,0.292
WELL-1003,1295.85,67.9,139.3,73.26,XYZ,0.308,13.69,2.92,XYZ,0.338,270.92239072521016,0.794,74.21,2312.87,11371037.64,4.95,824.6160860316232,16.93,105.84034631072329
WELL-1003,1304.86,87.67,149.95,73.01,2.426,ERROR,10487.266188352285,N/A,0.295,0.163,0.42,0.533,350.36,329463.703642307,18052836.19,1.96,32.81,12.32,0.111
WELL-1003,1305.89,126.35,88.1,96.04,2.483,0.093,15.27,2.77,0.68,0.344,0.964,0.505,116.46,4356.79,11911797.9,3.52,24.71,14862.27120925725,0.245
WELL-1003,1073382.340819793,,166.34,61.91,2.002,0.194,15.05,4.69,0.513,0.494,0.687,0.251,274.75,2675.12,13018756.94,4.96,27.78,20.3,0.291
WELL-1003,1318.38,116.44,90.14,67.99,2.516,0.296,8.63,ERROR,0.7,0.105,0.335,0.467,761.99,2871.85,7979055.03,1.14,23.41,25.34,0.195
WELL-1003,1329.96,21.56,130.3,95.68,2.481,0.29,8690.014632070855,1.91,0.753,0.203,0.811,0.334,971.54,4631.31,10516163.75,3.32,36.96,NULL,0.222
WELL-1003,1334.07,131.55,3.6,77.81,2.618,0.241,10.89,2.86,0.466,0.2,0.408,0.503,ERROR,3696.43,6604860.43,2.81,25.73,15.42,0.136
WELL-1003,1342.22,139.84,125.76,69.2,2.401,0.325,11839.458174431567,3.99,0.705,0.342,0.347,0.274,493.01,2345.1,,1.87,17.01,13.87,0.37
WELL-1003,1348.46,133.76,43.55,23356.367294915875,2.418,0.083,14.1,3.1,0.273,0.392,0.62,0.534,21.41,3139.89,ERROR,,43.69,27.62,0.162
WELL-1003,1351.7,56.23,29.31,70.54,2.672,0.22,13.44,4.38,0.28,0.368,0.228,0.569,11.01,3552.5,12810505.49,NULL,10.87,7.24,0.355
WELL-1003,1356.06,120.68,100.19,104209.02911134054,2.318,0.277,XYZ,3.8,0.477,0.167,0.646,0.755,350.76,3635.76,7383956.02,2.53,11.15,20.92,0.115
WELL-1003,1365.54,74.67,155.77,ERROR,2.05,0.127,12.0,2.14,,0.36,0.62,0.699,,3647038.6625746684,XYZ,NULL,15.18,17.65,0.111
WELL-1003,1371.39,35.99,84.28,N/A,1.908,0.079,14.93,1.44,0.268,0.319,0.226,XYZ,331.95,2330.38,12273494.45,2.54,13.87,21.46,0.152
WELL-1003,1380.58,143.61,92.17,91.18,N/A,0.23,12.59,2.64,0.527,0.262,0.456,0.577,795.7,3663.61,,2.89,40.43,13.89,0.165
WELL-1003,1386.45,56.62,179.15,92.22,384.1973784980371,,13.44,3.63,,0.461,0.931,0.312,ERROR,3817.98,22701505.46,1.22,31.5,,303.7464087744482
WELL-1003,1389.33,136.99,112.37,101.68,2.072,0.064,14.22,3.75,XYZ,125.49481002499643,0.59,0.497,192.1,2881.61,12326135.3,ERROR,34.87,14.74,0.351
WELL-1003,1396.7,62.75,147.84,94.58,1.938,0.083,10.51,3.53,0.265,0.277,0.552,0.377,29.32,4219.59,ERROR,2.47,14.17,8.43,0.388
WELL-1003,1403.2,NULL,199.67,,,0.241,12.96,2.43,0.62,0.485,0.853,0.234,214.11,3205.24,10987016.74,3.59,10.21,25.24,0.148
WELL-1003,1411.88,81.37,49.78,86.24,ERROR,0.314,15.4,586.295753386152,0.358,0.241,0.239,0.445,,2579.97,,910.2537713428346,46.56,27.76,0.313
WELL-1003,1417.39,97.5,17212.763646036714,53.1,2.054,0.082,12.9,4.8,0.141,0.374,0.51,0.777,229.75,3640.3,12060599.83,3.13,19.38,18.21,0.369
WELL-1003,1422.75,137.52,ERROR,50.71,2.409,0.071,8.81,1.75,0.616,0.321,0.481,0.747,182.14,4561.54,24248092.31,3.97,ERROR,11.0,0.227
WELL-1003,1429.7,112.56,39.97,111.84,2.568,,15.42,1.35,0.432,179.02019926679716,0.865,0.547,753.04,4832.31,17875931.39,4.17,46.28,20.21,0.11
WELL-1003,1434.98,84.7,66.38,13007.098138543113,2.688,0.344,10.24,2.09,0.627,255.6468744532614,0.781,0.77,727.74,3227.95,12637212.73,4.42,42.59,,0.106
WELL-1003,1441.91,119.51,45.84,60.12,2.679,0.105,15.85,NULL,487.5666634480414,0.477,0.88,0.674,574.24,3618.78,15694339.31,1.04,35.0,9.58,0.283
WELL-1003,1448.41,2167.6100578301875,7.93,92.98,2.25,0.127,14.91,1.66,0.539,0.346,0.6,0.254,255.11,1376892.1381089105,19573839.86,3.45,26.63,29.84,0.16
WELL-1003,869725.308284151,50.34,152.85,106.28,2.208,0.32,ERROR,2.24,0.691,0.334,0.299,0.758,920.81,3608.72,,3.29,31.68,10.83,0.356
WELL-1003,1459.7,136.46,156.6,108.01,2.582,0.253,9.16,2.57,0.463,0.382,0.894,0.756,860.65,2175.19,ERROR,3.51,48.51,11.45,0.263
WELL-1003,1464.62,84.91,36.51,77.64,2.199,0.325,11.26,3.19,0.411,130.51129293739703,0.27,0.651,745.46,ERROR,14653448.99,4.73,,N/A,0.257
WELL-1003,1473.97,130.34,159.85,80.39,2.335,0.227,12.06,2.75,0.432,0.31,,0.56,744.83,3188.55,13473097.79,4.14,27726.059809242102,29.38,0.368
WELL-1003,1477.42,139.27,ERROR,71.93,2.317,,123.23493734771661,3.31,0.66,N/A,0.985,NULL,697.43,4353.84,6930340.1,3.12,31520.41959883245,16.53,0.242
WELL-1003,1486.46,40.04,81.78,55.67,ERROR,0.331,8.72,3.01,0.557,0.486,0.783,0.259,425.35,4872.37,20079911.35,1.66,33.83,8.59,0.163
WELL-1003,1495.13,149.71,48.47,109.44,2.605,0.166,11.71,3.23,0.643,0.186,0.29,ERROR,848.12,2237.4,8596936.37,4.16,23.7,26.94,0.345
WELL-1003,1497.7,118.44,86.84,85.9,2.523,0.181,12.74,4.09,0.796,0.263,0.549,0.787,621.33,2966.26,8246880.23,1.22,19.97,16.02,0.163
WELL-1003,1503.71,,129.26,111.3,2.582,0.109,9.16,1.91,XYZ,0.403,0.256,0.444,245085.05051825702,3003.94,21004343.51,1.09,34.89,27.55,0.338
WELL-1003,1513.58,44.61,86.26,56.14,2.231,0.305,14.16,2.47,0.615,0.47,740.2670956274884,0.427,936.45,4455.69,17682532.25,,27.3,12.33,0.304
WELL-1003,1521.01,28.51,73.18,69.78,2.168,0.071,7032.992100164785,3.62,0.253,0.24,0.528,0.233,537.92,3246.17,16591661.86,1.8,26.36,13276.572053813217,0.26
WELL-1003,1526.59,105.58,181.49,58.73,1.964,XYZ,12.78,3.06,0.25,0.218,0.509,,399.13,,21858466.65,1.92,17.15,24.79,0.171
WELL-1003,1528.27,42.46,29.0,105.88,2.372,0.245,10.84,1.4,0.58,0.128,0.699,0.465,988.89,3322.35,17643996.88,3.56,41.63,15.32,0.158
WELL-1003,,146.23,153.37,113.88,XYZ,0.105,11.97,3.95,0.504,0.305,0.857,0.238,,4992.03,7265695.03,,38.42,22.88,0.13
WELL-1003,1540.78,107.21,,66.94,2.213,46.86713550555871,11.2,4.27,0.135,0.336,0.905,0.393,663.08,4325.84,5429334.51,4.27,11.99,12.2,0.224
WELL-1003,,86.76,113.8,78.06,2.373,,12.71,4.64,29.346385229986545,,0.802,0.498,120.26,4202.82,20016267.42,3.95,15.19,26.4,0.231
WELL-1003,1555.07,79.64,75.03,87.58,2.185,0.08,14.19,2.9,NULL,0.386,0.956,0.299,805.33,3591.58,8501930.25,4.89,15.57,14.85,
WELL-1003,1561.98,NULL,39.29,59.69,2.216,0.161,8.75,2.03,75.53849748857195,0.256,0.577,ERROR,169.35,2163.26,10665403.9,,27.25,11.68,NULL
WELL-1003,1567.76,34.18,133.21,60.77,2.088,0.051,8.55,4.31,0.327,0.12,,0.326,468.88,3753.92,19862866.96,1.2,18.48,26.83,0.306
WELL-1003,1576.58,123.05,25.09,92.97,2.416,0.261,9.76,2.65,0.753,0.268,0.803,0.626,297.66,3013.59,13045473.54,1.79,30.82,5.44,0.218
WELL-1003,1584.68,33.26,N/A,76.04,2.213,0.184,15.9,3.96,0.239,0.286,0.719,0.206,844.28,4182.54,XYZ,4.34,24.18,16.02,0.15
